account_id,bank_id,account_type,account_age_days,city,state,location_id,risk_label,mule_risk_score,created_at
ACC43258EC0,Yes Bank,savings,327,Delhi,Delhi,D01,clean,0.0,2025-10-09T08:00:00
ACC67326E9B,BOB,savings,1607,Hyderabad,Telangana,H02,clean,0.0,2022-04-08T08:00:00
ACCAC7F1286,ICICI,savings,1335,Hyderabad,Telangana,H03,clean,0.0,2023-01-05T08:00:00
ACC6EFA554C,PNB,savings,1345,Delhi,Delhi,D01,clean,0.0,2022-12-26T08:00:00
ACCA88EFCF7,BOB,prepaid,980,Ahmedabad,Gujarat,A02,clean,0.0,2023-12-26T08:00:00
ACCB1EEAC95,Union,savings,1558,Pune,Maharashtra,P04,clean,0.0,2022-05-27T08:00:00
ACCFE2E3F96,PNB,savings,1001,Bengaluru,Karnataka,B04,clean,0.0,2023-12-05T08:00:00
ACC0B8158EA,Canara,prepaid,621,Bengaluru,Karnataka,B01,clean,0.0,2024-12-19T08:00:00
ACC36C81831,Union,current,229,Delhi,Delhi,D01,clean,0.0,2026-01-15T08:00:00
ACC1EF9EA0D,PNB,current,716,Bengaluru,Karnataka,B03,clean,0.0,2024-09-15T08:00:00
ACCA84EF1AA,Yes Bank,prepaid,1370,Surat,Gujarat,S02,clean,0.0,2022-12-01T08:00:00
ACCE3541CC0,Axis,savings,1564,Hyderabad,Telangana,H03,clean,0.0,2022-05-21T08:00:00
ACC4AEAAFF9,Union,savings,671,Delhi,Delhi,D02,clean,0.0,2024-10-30T08:00:00
ACCFBDEF4E0,BOB,savings,54,Ahmedabad,Gujarat,A01,clean,0.0,2026-07-09T08:00:00
ACC141F6C60,Kotak,savings,943,Surat,Gujarat,S03,clean,0.0,2024-02-01T08:00:00
ACCE9F4F8B7,SBI,savings,425,Pune,Maharashtra,P03,clean,0.0,2025-07-03T08:00:00
ACCF2166CD6,Yes Bank,savings,1952,Surat,Gujarat,S01,clean,0.0,2021-04-28T08:00:00
ACC07D5D77A,HDFC,savings,1991,Surat,Gujarat,S03,clean,0.0,2021-03-20T08:00:00
ACCFCD8F434,Yes Bank,savings,1374,Vadodara,Gujarat,V02,clean,0.0,2022-11-27T08:00:00
ACCA391DA20,PNB,current,407,Surat,Gujarat,S03,clean,0.0,2025-07-21T08:00:00
ACC26939787,HDFC,prepaid,1947,Hyderabad,Telangana,H03,clean,0.0,2021-05-03T08:00:00
ACCE559A4DE,Kotak,current,1447,Pune,Maharashtra,P04,clean,0.0,2022-09-15T08:00:00
ACC7EB30F48,SBI,prepaid,597,Vadodara,Gujarat,V01,clean,0.0,2025-01-12T08:00:00
ACC7EF8C74A,PNB,current,153,Bengaluru,Karnataka,B03,clean,0.0,2026-04-01T08:00:00
ACC702490AA,Canara,savings,172,Vadodara,Gujarat,V02,clean,0.0,2026-03-13T08:00:00
ACC57B8359A,Canara,savings,1351,Bengaluru,Karnataka,B02,clean,0.0,2022-12-20T08:00:00
ACC0CBB9C28,BOB,savings,1604,Vadodara,Gujarat,V03,clean,0.0,2022-04-11T08:00:00
ACC16668F2C,PNB,savings,1495,Surat,Gujarat,S02,clean,0.0,2022-07-29T08:00:00
ACC6EA595C8,Yes Bank,current,174,Ahmedabad,Gujarat,A01,clean,0.0,2026-03-11T08:00:00
ACC46FE1383,Canara,savings,1866,Hyderabad,Telangana,H01,clean,0.0,2021-07-23T08:00:00
ACCD4E44465,BOB,current,1391,Ahmedabad,Gujarat,A01,clean,0.0,2022-11-10T08:00:00
ACC73E99092,BOB,savings,705,Vadodara,Gujarat,V03,clean,0.0,2024-09-26T08:00:00
ACC9F525519,BOB,savings,923,Hyderabad,Telangana,H02,clean,0.0,2024-02-21T08:00:00
ACC0E4CBABA,Canara,savings,817,Mumbai,Maharashtra,M01,clean,0.0,2024-06-06T08:00:00
ACCE66AC603,PNB,prepaid,1426,Delhi,Delhi,D03,clean,0.0,2022-10-06T08:00:00
ACCDB9B0E85,Union,current,778,Ahmedabad,Gujarat,A01,clean,0.0,2024-07-15T08:00:00
ACCFEF20476,PNB,savings,1587,Surat,Gujarat,S02,clean,0.0,2022-04-28T08:00:00
ACC8652F7D7,BOB,savings,110,Vadodara,Gujarat,V03,clean,0.0,2026-05-14T08:00:00
ACC399A1402,HDFC,current,1865,Pune,Maharashtra,P04,clean,0.0,2021-07-24T08:00:00
ACC64988A17,Canara,savings,1842,Hyderabad,Telangana,H01,clean,0.0,2021-08-16T08:00:00
ACC2F156FA8,SBI,savings,425,Vadodara,Gujarat,V01,clean,0.0,2025-07-03T08:00:00
ACC7C6F401A,Union,current,159,Hyderabad,Telangana,H02,clean,0.0,2026-03-26T08:00:00
ACC9ACD6CF8,Canara,savings,1738,Hyderabad,Telangana,H03,clean,0.0,2021-11-28T08:00:00
ACC0E0FAE81,Kotak,savings,144,Ahmedabad,Gujarat,A03,clean,0.0,2026-04-10T08:00:00
ACCC45CFB58,Union,prepaid,463,Bengaluru,Karnataka,B01,clean,0.0,2025-05-26T08:00:00
ACC7CF5862B,Axis,savings,1216,Vadodara,Gujarat,V03,clean,0.0,2023-05-04T08:00:00
ACC849EC601,SBI,prepaid,1031,Ahmedabad,Gujarat,A02,clean,0.0,2023-11-05T08:00:00
ACC3F372308,ICICI,savings,1466,Ahmedabad,Gujarat,A02,clean,0.0,2022-08-27T08:00:00
ACC750E33EF,PNB,savings,132,Vadodara,Gujarat,V03,clean,0.0,2026-04-22T08:00:00
ACC5AEEE137,Yes Bank,savings,379,Hyderabad,Telangana,H03,clean,0.0,2025-08-18T08:00:00
ACCC261EDB4,Yes Bank,savings,1048,Surat,Gujarat,S01,clean,0.0,2023-10-19T08:00:00
ACC1FEE8F8B,Kotak,prepaid,902,Surat,Gujarat,S01,clean,0.0,2024-03-13T08:00:00
ACC77C28ADE,Yes Bank,savings,1431,Delhi,Delhi,D01,clean,0.0,2022-10-01T08:00:00
ACCA87647BF,SBI,savings,1595,Delhi,Delhi,D02,clean,0.0,2022-04-20T08:00:00
ACC2A91F640,PNB,savings,277,Delhi,Delhi,D01,clean,0.0,2025-11-28T08:00:00
ACC752D3A0A,Kotak,savings,1456,Bengaluru,Karnataka,B02,clean,0.0,2022-09-06T08:00:00
ACC22A49AF7,Yes Bank,savings,1925,Hyderabad,Telangana,H01,clean,0.0,2021-05-25T08:00:00
ACCB5779D44,Yes Bank,prepaid,1650,Vadodara,Gujarat,V01,clean,0.0,2022-02-24T08:00:00
ACC05E18443,Canara,savings,1831,Vadodara,Gujarat,V01,clean,0.0,2021-08-27T08:00:00
ACC74B1E0D1,HDFC,current,397,Ahmedabad,Gujarat,A01,clean,0.0,2025-07-31T08:00:00
ACCBF046825,ICICI,savings,1447,Bengaluru,Karnataka,B04,clean,0.0,2022-09-15T08:00:00
ACC25832571,Union,prepaid,584,Vadodara,Gujarat,V03,clean,0.0,2025-01-25T08:00:00
ACC6F07874B,ICICI,savings,1951,Bengaluru,Karnataka,B02,clean,0.0,2021-04-29T08:00:00
ACC2D9435C8,Yes Bank,savings,1053,Vadodara,Gujarat,V03,clean,0.0,2023-10-14T08:00:00
ACC61CEECBD,SBI,savings,887,Pune,Maharashtra,P03,clean,0.0,2024-03-28T08:00:00
ACCB7A12F18,HDFC,current,1115,Mumbai,Maharashtra,M01,clean,0.0,2023-08-13T08:00:00
ACCD209EB92,Axis,current,1607,Mumbai,Maharashtra,M04,clean,0.0,2022-04-08T08:00:00
ACC9F3BCAD0,ICICI,prepaid,260,Ahmedabad,Gujarat,A02,clean,0.0,2025-12-15T08:00:00
ACC99CF1F25,SBI,savings,357,Hyderabad,Telangana,H01,clean,0.0,2025-09-09T08:00:00
ACCAE19950B,BOB,current,459,Delhi,Delhi,D03,clean,0.0,2025-05-30T08:00:00
ACC4B8CF21B,HDFC,savings,118,Delhi,Delhi,D04,clean,0.0,2026-05-06T08:00:00
ACCC1B4A2F9,SBI,prepaid,1638,Vadodara,Gujarat,V01,clean,0.0,2022-03-08T08:00:00
ACC896B753B,Axis,prepaid,1863,Surat,Gujarat,S01,clean,0.0,2021-07-26T08:00:00
ACC2A6A20C1,Kotak,savings,437,Delhi,Delhi,D04,clean,0.0,2025-06-21T08:00:00
ACCCDC13BCD,HDFC,savings,496,Surat,Gujarat,S02,clean,0.0,2025-04-23T08:00:00
ACC4B18C1F2,Axis,savings,799,Bengaluru,Karnataka,B02,clean,0.0,2024-06-24T08:00:00
ACC2C251307,SBI,prepaid,1022,Hyderabad,Telangana,H03,clean,0.0,2023-11-14T08:00:00
ACCCB8D2910,Yes Bank,prepaid,1930,Vadodara,Gujarat,V01,clean,0.0,2021-05-20T08:00:00
ACC081BC6C9,ICICI,prepaid,794,Vadodara,Gujarat,V02,clean,0.0,2024-06-29T08:00:00
ACC316ACD98,PNB,savings,764,Mumbai,Maharashtra,M06,clean,0.0,2024-07-29T08:00:00
ACC87C00BE5,Yes Bank,savings,95,Delhi,Delhi,D02,clean,0.0,2026-05-29T08:00:00
ACC4AD2E0A0,Canara,prepaid,257,Pune,Maharashtra,P02,clean,0.0,2025-12-18T08:00:00
ACC77915F62,Kotak,savings,1587,Bengaluru,Karnataka,B02,clean,0.0,2022-04-28T08:00:00
ACC04D14888,Yes Bank,savings,1646,Pune,Maharashtra,P02,clean,0.0,2022-02-28T08:00:00
ACC9530E53D,Union,prepaid,873,Mumbai,Maharashtra,M01,clean,0.0,2024-04-11T08:00:00
ACC8B4B79FD,Canara,current,999,Mumbai,Maharashtra,M05,clean,0.0,2023-12-07T08:00:00
ACCE05DD90C,Axis,savings,1537,Ahmedabad,Gujarat,A04,clean,0.0,2022-06-17T08:00:00
ACC7378EB0C,Axis,savings,1216,Delhi,Delhi,D04,clean,0.0,2023-05-04T08:00:00
ACCE0C82A11,SBI,prepaid,120,Ahmedabad,Gujarat,A04,clean,0.0,2026-05-04T08:00:00
ACC59E34E68,BOB,prepaid,1117,Ahmedabad,Gujarat,A04,clean,0.0,2023-08-11T08:00:00
ACC8F231C8E,Axis,savings,1044,Surat,Gujarat,S02,clean,0.0,2023-10-23T08:00:00
ACCDE81B446,Axis,savings,1975,Ahmedabad,Gujarat,A04,clean,0.0,2021-04-05T08:00:00
ACC5ADBBCB8,HDFC,savings,519,Delhi,Delhi,D03,clean,0.0,2025-03-31T08:00:00
ACC22D15474,ICICI,prepaid,654,Hyderabad,Telangana,H03,clean,0.0,2024-11-16T08:00:00
ACCAE62B84F,ICICI,prepaid,979,Ahmedabad,Gujarat,A04,clean,0.0,2023-12-27T08:00:00
ACC2BAACD6B,Canara,savings,1313,Vadodara,Gujarat,V02,clean,0.0,2023-01-27T08:00:00
ACCDCA86F14,Kotak,savings,1859,Surat,Gujarat,S02,clean,0.0,2021-07-30T08:00:00
ACC109F345E,PNB,savings,1571,Pune,Maharashtra,P04,clean,0.0,2022-05-14T08:00:00
ACC4FADF3D8,Kotak,savings,1833,Surat,Gujarat,S03,clean,0.0,2021-08-25T08:00:00
ACC5B646B0E,BOB,current,257,Delhi,Delhi,D01,clean,0.0,2025-12-18T08:00:00
ACC36EFB043,Kotak,current,113,Hyderabad,Telangana,H03,clean,0.0,2026-05-11T08:00:00
ACC9F66A7BF,HDFC,savings,1174,Vadodara,Gujarat,V03,clean,0.0,2023-06-15T08:00:00
ACCF0C38903,Union,savings,518,Vadodara,Gujarat,V02,clean,0.0,2025-04-01T08:00:00
ACCBFB03F52,Yes Bank,savings,1953,Hyderabad,Telangana,H03,clean,0.0,2021-04-27T08:00:00
ACCFF473BFE,PNB,prepaid,752,Mumbai,Maharashtra,M03,clean,0.0,2024-08-10T08:00:00
ACCD6B25C59,Kotak,current,159,Pune,Maharashtra,P01,clean,0.0,2026-03-26T08:00:00
ACC701CB066,Union,savings,1056,Hyderabad,Telangana,H02,clean,0.0,2023-10-11T08:00:00
ACC7D497624,Union,current,1119,Hyderabad,Telangana,H03,clean,0.0,2023-08-09T08:00:00
ACCEC80C4D7,HDFC,savings,783,Hyderabad,Telangana,H03,clean,0.0,2024-07-10T08:00:00
ACC762F8306,BOB,savings,194,Hyderabad,Telangana,H01,clean,0.0,2026-02-19T08:00:00
ACCDE3CE709,ICICI,current,253,Pune,Maharashtra,P01,clean,0.0,2025-12-22T08:00:00
ACC73F175CB,Canara,savings,333,Surat,Gujarat,S03,clean,0.0,2025-10-03T08:00:00
ACCFF2DEEBD,SBI,current,1979,Mumbai,Maharashtra,M05,clean,0.0,2021-04-01T08:00:00
ACCC40A4213,Kotak,prepaid,1000,Bengaluru,Karnataka,B02,clean,0.0,2023-12-06T08:00:00
ACC287EDFFC,SBI,current,1350,Hyderabad,Telangana,H03,clean,0.0,2022-12-21T08:00:00
ACC3CFF75C6,Axis,current,75,Mumbai,Maharashtra,M01,clean,0.0,2026-06-18T08:00:00
ACC79443ED2,Kotak,prepaid,1372,Bengaluru,Karnataka,B03,clean,0.0,2022-11-29T08:00:00
ACCF623EB1F,Yes Bank,savings,652,Hyderabad,Telangana,H02,clean,0.0,2024-11-18T08:00:00
ACC4AF3D007,PNB,savings,1646,Pune,Maharashtra,P02,clean,0.0,2022-02-28T08:00:00
ACC06996D3C,SBI,savings,620,Hyderabad,Telangana,H02,clean,0.0,2024-12-20T08:00:00
ACC85AA54E4,ICICI,savings,963,Delhi,Delhi,D03,clean,0.0,2024-01-12T08:00:00
ACC74F1C0F4,ICICI,savings,389,Pune,Maharashtra,P02,clean,0.0,2025-08-08T08:00:00
ACC029EE1D6,Kotak,savings,114,Mumbai,Maharashtra,M01,clean,0.0,2026-05-10T08:00:00
ACC08288C8C,ICICI,savings,787,Hyderabad,Telangana,H02,clean,0.0,2024-07-06T08:00:00
ACC7751D7DE,ICICI,current,734,Ahmedabad,Gujarat,A03,clean,0.0,2024-08-28T08:00:00
ACCBFA434E0,Union,current,362,Hyderabad,Telangana,H03,clean,0.0,2025-09-04T08:00:00
ACC4FDACEE6,Canara,savings,858,Surat,Gujarat,S01,clean,0.0,2024-04-26T08:00:00
ACC53823932,SBI,current,349,Hyderabad,Telangana,H02,clean,0.0,2025-09-17T08:00:00
ACCFBAED0B8,PNB,savings,1864,Pune,Maharashtra,P04,clean,0.0,2021-07-25T08:00:00
ACCF96CDBD7,HDFC,prepaid,1441,Hyderabad,Telangana,H02,clean,0.0,2022-09-21T08:00:00
ACC1F1FA03C,Union,savings,1418,Ahmedabad,Gujarat,A02,clean,0.0,2022-10-14T08:00:00
ACC72FECFFD,Yes Bank,savings,852,Pune,Maharashtra,P01,clean,0.0,2024-05-02T08:00:00
ACC643F1539,Kotak,savings,219,Hyderabad,Telangana,H02,clean,0.0,2026-01-25T08:00:00
ACCA6AD252C,Axis,current,1108,Mumbai,Maharashtra,M05,clean,0.0,2023-08-20T08:00:00
ACC2DADD120,Union,prepaid,201,Mumbai,Maharashtra,M01,clean,0.0,2026-02-12T08:00:00
ACC523DA2F2,Axis,prepaid,837,Surat,Gujarat,S03,clean,0.0,2024-05-17T08:00:00
ACCC390384A,Kotak,prepaid,1890,Delhi,Delhi,D01,clean,0.0,2021-06-29T08:00:00
ACCD5FE5D8C,BOB,current,1778,Vadodara,Gujarat,V03,clean,0.0,2021-10-19T08:00:00
ACC17AAED06,PNB,current,54,Bengaluru,Karnataka,B03,clean,0.0,2026-07-09T08:00:00
ACCAC511BE6,Union,savings,942,Delhi,Delhi,D03,clean,0.0,2024-02-02T08:00:00
ACCC626DFBE,Canara,prepaid,1848,Mumbai,Maharashtra,M06,clean,0.0,2021-08-10T08:00:00
ACCBD4A01B5,BOB,prepaid,365,Hyderabad,Telangana,H02,clean,0.0,2025-09-01T08:00:00
ACC2DB48017,HDFC,savings,1254,Vadodara,Gujarat,V03,clean,0.0,2023-03-27T08:00:00
ACC40FF23BF,Union,current,1002,Mumbai,Maharashtra,M03,clean,0.0,2023-12-04T08:00:00
ACC806A9A20,BOB,savings,1578,Surat,Gujarat,S03,clean,0.0,2022-05-07T08:00:00
ACCBEEAAA65,PNB,prepaid,1338,Ahmedabad,Gujarat,A04,clean,0.0,2023-01-02T08:00:00
ACCABD46E01,Yes Bank,savings,976,Vadodara,Gujarat,V03,clean,0.0,2023-12-30T08:00:00
ACC1A616EE2,BOB,current,1734,Mumbai,Maharashtra,M02,clean,0.0,2021-12-02T08:00:00
ACC241AA07C,PNB,current,1715,Hyderabad,Telangana,H01,clean,0.0,2021-12-21T08:00:00
ACC73877CCA,Canara,savings,1545,Hyderabad,Telangana,H03,clean,0.0,2022-06-09T08:00:00
ACC05D5AF67,PNB,current,345,Ahmedabad,Gujarat,A01,clean,0.0,2025-09-21T08:00:00
ACC6D737E31,PNB,prepaid,1369,Hyderabad,Telangana,H01,clean,0.0,2022-12-02T08:00:00
ACC4EA51CA3,Axis,savings,1887,Vadodara,Gujarat,V02,clean,0.0,2021-07-02T08:00:00
ACC673EA844,HDFC,current,1039,Surat,Gujarat,S02,clean,0.0,2023-10-28T08:00:00
ACCB5C4C126,PNB,prepaid,923,Hyderabad,Telangana,H03,clean,0.0,2024-02-21T08:00:00
ACC3F68DA23,Yes Bank,savings,1079,Surat,Gujarat,S02,clean,0.0,2023-09-18T08:00:00
ACC1FC54D6F,SBI,savings,1221,Pune,Maharashtra,P02,clean,0.0,2023-04-29T08:00:00
ACCA0147A1E,ICICI,current,1828,Delhi,Delhi,D04,clean,0.0,2021-08-30T08:00:00
ACC8330DF73,Kotak,prepaid,588,Vadodara,Gujarat,V01,clean,0.0,2025-01-21T08:00:00
ACC4F9B949E,PNB,savings,623,Delhi,Delhi,D01,clean,0.0,2024-12-17T08:00:00
ACCD585E0EB,ICICI,savings,1316,Mumbai,Maharashtra,M07,clean,0.0,2023-01-24T08:00:00
ACC93D08B49,Kotak,current,690,Vadodara,Gujarat,V03,clean,0.0,2024-10-11T08:00:00
ACC862B803E,Union,current,226,Pune,Maharashtra,P03,clean,0.0,2026-01-18T08:00:00
ACCB02B25E4,Union,current,310,Vadodara,Gujarat,V01,clean,0.0,2025-10-26T08:00:00
ACCC3D90D69,Kotak,savings,873,Delhi,Delhi,D04,clean,0.0,2024-04-11T08:00:00
ACC0DA0EC1B,Union,savings,346,Surat,Gujarat,S01,clean,0.0,2025-09-20T08:00:00
ACC7F4D03BC,Union,savings,1867,Mumbai,Maharashtra,M07,clean,0.0,2021-07-22T08:00:00
ACC37FBAA61,HDFC,savings,1906,Bengaluru,Karnataka,B04,clean,0.0,2021-06-13T08:00:00
ACCE2F0C283,Kotak,current,1012,Vadodara,Gujarat,V01,clean,0.0,2023-11-24T08:00:00
ACC5B0CC220,Canara,current,1703,Delhi,Delhi,D02,clean,0.0,2022-01-02T08:00:00
ACC02F1286C,SBI,savings,653,Vadodara,Gujarat,V03,clean,0.0,2024-11-17T08:00:00
ACC008EE4D8,ICICI,savings,1784,Mumbai,Maharashtra,M02,clean,0.0,2021-10-13T08:00:00
ACCCB1F6A0B,ICICI,savings,459,Pune,Maharashtra,P02,clean,0.0,2025-05-30T08:00:00
ACCA091A723,SBI,prepaid,189,Bengaluru,Karnataka,B01,clean,0.0,2026-02-24T08:00:00
ACC77C19CA4,HDFC,savings,432,Bengaluru,Karnataka,B01,clean,0.0,2025-06-26T08:00:00
ACCB2C9BEDF,PNB,savings,273,Ahmedabad,Gujarat,A04,clean,0.0,2025-12-02T08:00:00
ACC3E87CC45,SBI,savings,1397,Surat,Gujarat,S02,clean,0.0,2022-11-04T08:00:00
ACC64B520CC,Yes Bank,savings,450,Surat,Gujarat,S03,clean,0.0,2025-06-08T08:00:00
ACC4F7C5496,SBI,savings,749,Vadodara,Gujarat,V03,clean,0.0,2024-08-13T08:00:00
ACC21BDC05E,PNB,current,1958,Vadodara,Gujarat,V03,clean,0.0,2021-04-22T08:00:00
ACC613D49A5,Union,savings,1781,Delhi,Delhi,D02,clean,0.0,2021-10-16T08:00:00
ACC111CB47B,Yes Bank,savings,1708,Surat,Gujarat,S01,clean,0.0,2021-12-28T08:00:00
ACC9D70ADD5,PNB,savings,422,Mumbai,Maharashtra,M06,clean,0.0,2025-07-06T08:00:00
ACCCAF26E5C,Axis,prepaid,1922,Ahmedabad,Gujarat,A01,clean,0.0,2021-05-28T08:00:00
ACCA884DCBF,HDFC,savings,930,Delhi,Delhi,D02,clean,0.0,2024-02-14T08:00:00
ACCECB27519,Axis,savings,898,Delhi,Delhi,D04,clean,0.0,2024-03-17T08:00:00
ACC8F5EC672,Kotak,savings,1589,Bengaluru,Karnataka,B01,clean,0.0,2022-04-26T08:00:00
ACC3E4874AE,ICICI,prepaid,1094,Hyderabad,Telangana,H01,clean,0.0,2023-09-03T08:00:00
ACC84392792,SBI,savings,1171,Delhi,Delhi,D03,clean,0.0,2023-06-18T08:00:00
ACCCEB16C92,BOB,current,266,Delhi,Delhi,D04,clean,0.0,2025-12-09T08:00:00
ACC6FB0CCD9,PNB,prepaid,1537,Hyderabad,Telangana,H03,clean,0.0,2022-06-17T08:00:00
ACCB40A912A,PNB,prepaid,864,Mumbai,Maharashtra,M05,clean,0.0,2024-04-20T08:00:00
ACC9C4CB3E7,Canara,current,172,Mumbai,Maharashtra,M07,clean,0.0,2026-03-13T08:00:00
ACC2D14AC3D,Canara,savings,1410,Vadodara,Gujarat,V01,clean,0.0,2022-10-22T08:00:00
ACCD82098A6,HDFC,savings,1100,Bengaluru,Karnataka,B04,clean,0.0,2023-08-28T08:00:00
ACC0D31B11A,Yes Bank,savings,850,Vadodara,Gujarat,V02,clean,0.0,2024-05-04T08:00:00
ACCC9F8D97E,Axis,current,774,Vadodara,Gujarat,V01,clean,0.0,2024-07-19T08:00:00
ACC6C40DF6C,BOB,savings,1758,Mumbai,Maharashtra,M05,clean,0.0,2021-11-08T08:00:00
ACC35C87858,Canara,current,899,Mumbai,Maharashtra,M07,clean,0.0,2024-03-16T08:00:00
ACCE99B65AA,Canara,prepaid,759,Pune,Maharashtra,P04,clean,0.0,2024-08-03T08:00:00
ACC8386C327,ICICI,prepaid,601,Hyderabad,Telangana,H03,clean,0.0,2025-01-08T08:00:00
ACCE1B8C685,Canara,prepaid,543,Surat,Gujarat,S01,clean,0.0,2025-03-07T08:00:00
ACC38ABA1F6,ICICI,savings,1960,Mumbai,Maharashtra,M06,clean,0.0,2021-04-20T08:00:00
ACCED0398EA,HDFC,prepaid,138,Surat,Gujarat,S03,clean,0.0,2026-04-16T08:00:00
ACCBEC07E61,Yes Bank,current,813,Ahmedabad,Gujarat,A02,clean,0.0,2024-06-10T08:00:00
ACC6419E9DB,Yes Bank,savings,1303,Vadodara,Gujarat,V02,clean,0.0,2023-02-06T08:00:00
ACCEC9DDAC8,Union,prepaid,1569,Surat,Gujarat,S03,clean,0.0,2022-05-16T08:00:00
ACC4EAA225F,Canara,prepaid,631,Hyderabad,Telangana,H01,clean,0.0,2024-12-09T08:00:00
ACC60DC4295,Union,savings,1687,Pune,Maharashtra,P03,clean,0.0,2022-01-18T08:00:00
ACC75C889CC,HDFC,prepaid,1832,Ahmedabad,Gujarat,A04,clean,0.0,2021-08-26T08:00:00
ACCABB28C40,BOB,prepaid,1776,Hyderabad,Telangana,H02,clean,0.0,2021-10-21T08:00:00
ACCF850326B,ICICI,current,97,Hyderabad,Telangana,H01,clean,0.0,2026-05-27T08:00:00
ACCDD6870BA,ICICI,current,912,Vadodara,Gujarat,V02,clean,0.0,2024-03-03T08:00:00
ACCE4867167,HDFC,prepaid,1594,Bengaluru,Karnataka,B04,clean,0.0,2022-04-21T08:00:00
ACC79EC6483,ICICI,savings,1181,Hyderabad,Telangana,H02,clean,0.0,2023-06-08T08:00:00
ACC624BD6EB,Yes Bank,prepaid,1043,Bengaluru,Karnataka,B03,clean,0.0,2023-10-24T08:00:00
ACCB27BE476,SBI,savings,686,Delhi,Delhi,D03,clean,0.0,2024-10-15T08:00:00
ACCE134CC45,Kotak,current,1744,Ahmedabad,Gujarat,A02,clean,0.0,2021-11-22T08:00:00
ACC79F4173D,HDFC,prepaid,809,Ahmedabad,Gujarat,A03,clean,0.0,2024-06-14T08:00:00
ACC81782ED2,Kotak,savings,873,Delhi,Delhi,D03,clean,0.0,2024-04-11T08:00:00
ACCC5C74928,PNB,savings,510,Mumbai,Maharashtra,M02,clean,0.0,2025-04-09T08:00:00
ACCB7CE755F,Kotak,savings,264,Surat,Gujarat,S02,clean,0.0,2025-12-11T08:00:00
ACCEADC212D,SBI,prepaid,697,Ahmedabad,Gujarat,A05,clean,0.0,2024-10-04T08:00:00
ACC12832360,SBI,prepaid,576,Bengaluru,Karnataka,B04,clean,0.0,2025-02-02T08:00:00
ACC224B0E8F,Yes Bank,prepaid,803,Ahmedabad,Gujarat,A03,clean,0.0,2024-06-20T08:00:00
ACC362C1302,Canara,savings,1685,Delhi,Delhi,D01,clean,0.0,2022-01-20T08:00:00
ACC6B144249,Union,current,1047,Mumbai,Maharashtra,M03,clean,0.0,2023-10-20T08:00:00
ACCC0977E99,Kotak,prepaid,643,Vadodara,Gujarat,V03,clean,0.0,2024-11-27T08:00:00
ACCDFA20BD3,HDFC,savings,1331,Mumbai,Maharashtra,M04,clean,0.0,2023-01-09T08:00:00
ACC833C3C5C,PNB,prepaid,127,Pune,Maharashtra,P03,clean,0.0,2026-04-27T08:00:00
ACC5AC3F7EB,HDFC,savings,1551,Mumbai,Maharashtra,M05,clean,0.0,2022-06-03T08:00:00
ACCDA74C7B9,Yes Bank,prepaid,167,Delhi,Delhi,D03,clean,0.0,2026-03-18T08:00:00
ACC037E5F7D,HDFC,current,741,Bengaluru,Karnataka,B02,clean,0.0,2024-08-21T08:00:00
ACC80910ABA,Union,current,1388,Pune,Maharashtra,P04,clean,0.0,2022-11-13T08:00:00
ACC3A60FC9E,PNB,prepaid,853,Mumbai,Maharashtra,M04,clean,0.0,2024-05-01T08:00:00
ACC2548A690,Union,savings,1315,Vadodara,Gujarat,V01,clean,0.0,2023-01-25T08:00:00
ACCB5BF7194,Canara,current,1383,Hyderabad,Telangana,H01,clean,0.0,2022-11-18T08:00:00
ACC23D821C4,Axis,current,1099,Bengaluru,Karnataka,B01,clean,0.0,2023-08-29T08:00:00
ACCEA9252B1,ICICI,current,522,Hyderabad,Telangana,H01,clean,0.0,2025-03-28T08:00:00
ACC65831080,HDFC,savings,682,Bengaluru,Karnataka,B04,clean,0.0,2024-10-19T08:00:00
ACCE1CED707,PNB,savings,1716,Bengaluru,Karnataka,B03,clean,0.0,2021-12-20T08:00:00
ACC47A46DDC,Axis,savings,861,Pune,Maharashtra,P02,clean,0.0,2024-04-23T08:00:00
ACC3D66CEB0,Axis,current,86,Vadodara,Gujarat,V01,clean,0.0,2026-06-07T08:00:00
ACC6F8CED72,BOB,prepaid,1176,Hyderabad,Telangana,H02,clean,0.0,2023-06-13T08:00:00
ACCCB36242C,PNB,savings,356,Ahmedabad,Gujarat,A02,clean,0.0,2025-09-10T08:00:00
ACC660F2C0A,PNB,savings,1647,Ahmedabad,Gujarat,A03,clean,0.0,2022-02-27T08:00:00
ACC3D4B0095,SBI,savings,1632,Ahmedabad,Gujarat,A04,clean,0.0,2022-03-14T08:00:00
ACC28A6E4DF,PNB,savings,1262,Surat,Gujarat,S02,clean,0.0,2023-03-19T08:00:00
ACCD5F253D9,HDFC,prepaid,1405,Bengaluru,Karnataka,B03,clean,0.0,2022-10-27T08:00:00
ACC6D1A7D1D,Yes Bank,savings,259,Vadodara,Gujarat,V01,clean,0.0,2025-12-16T08:00:00
ACCA7D16B01,HDFC,savings,1841,Pune,Maharashtra,P04,clean,0.0,2021-08-17T08:00:00
ACC055062F1,Yes Bank,prepaid,704,Surat,Gujarat,S02,clean,0.0,2024-09-27T08:00:00
ACC9639E550,ICICI,savings,476,Mumbai,Maharashtra,M04,clean,0.0,2025-05-13T08:00:00
ACC1775BFD5,Canara,prepaid,592,Vadodara,Gujarat,V01,clean,0.0,2025-01-17T08:00:00
